episode_id,name,air_date,episode,character_id,url,created
16,Get Schwifty,"August 23, 2015",S02E05,4,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,5,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,24,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,47,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,115,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,124,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,138,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,161,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,162,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,172,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,182,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,199,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,212,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,213,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,240,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,241,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,253,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,255,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,272,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,309,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,329,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,331,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,344,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,346,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,347,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,395,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,452,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
16,Get Schwifty,"August 23, 2015",S02E05,454,https://rickandmortyapi.com/api/episode/16,2017-11-10T12:56:35.364Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,1,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,2,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,3,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,28,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,34,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,65,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,129,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,159,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,160,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,180,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,181,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,197,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,207,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,240,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,266,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,348,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,364,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,388,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
17,The Ricks Must Be Crazy,"August 30, 2015",S02E06,753,https://rickandmortyapi.com/api/episode/17,2017-11-10T12:56:35.467Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,1,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,2,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,3,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,4,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,5,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,40,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,55,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,66,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,131,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,132,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,146,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,148,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,163,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
18,Big Trouble in Little Sanchez,"September 13, 2015",S02E07,178,https://rickandmortyapi.com/api/episode/18,2017-11-10T12:56:35.569Z
